id,wc_induk,nama_wc_induk,workcenter,nama_workcenter,kode_laravel,plant,created_at,updated_at
203,WC759,"PAINTING CHAIR GENERAL",WC487,"PAINTING METAL 1",2012,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
204,WC759,"PAINTING CHAIR GENERAL",WC488,"PAINTING METAL 2",2012,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
205,WC759,"PAINTING CHAIR GENERAL",WC489,"PAINTING METAL 3",2012,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
206,WC759,"PAINTING CHAIR GENERAL",WC490,"PAINTING METAL 4",2012,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
209,WC782,"PAINTING METAL GENERAL",WC487,"PAINTING METAL 1",2024,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
210,WC782,"PAINTING METAL GENERAL",WC488,"PAINTING METAL 2",2024,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
211,WC782,"PAINTING METAL GENERAL",WC489,"PAINTING METAL 3",2024,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
213,WC782,"PAINTING METAL GENERAL",WC486,"PAINTING CHAIR A4",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
214,WC782,"PAINTING METAL GENERAL",WC484,"PAINTING CHAIR A2",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
215,WC782,"PAINTING METAL GENERAL",WC487,"PAINTING METAL 1",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
216,WC782,"PAINTING METAL GENERAL",WC488,"PAINTING METAL 2",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
217,WC782,"PAINTING METAL GENERAL",WC489,"PAINTING METAL 3",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
218,WC782,"PAINTING METAL GENERAL",WC490,"PAINTING METAL 4",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
219,WC782,"PAINTING metal GENERAL",WC486,"PAINTING CHAIR A4",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
220,WC782,"PAINTING metal GENERAL",WC487,"PAINTING METAL 1",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
221,WC782,"PAINTING metal GENERAL",WC488,"PAINTING METAL 2",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
222,WC782,"PAINTING metal GENERAL",WC490,"PAINTING METAL 4",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
223,WC782,"PAINTING METAL GENERAL",WC486,"PAINTING CHAIR A4",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
224,WC782,"PAINTING metal GENERAL",WC483,"PAINTING CHAIR A1",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
225,WC782,"PAINTING metal GENERAL",WC484,"PAINTING CHAIR A2",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
226,WC782,"PAINTING metal GENERAL",WC485,"PAINTING CHAIR A3",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
227,WC782,"PAINTING METAL GENERAL",WC487,"PAINTING METAL 1",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
228,WC782,"PAINTING METAL GENERAL",WC488,"PAINTING METAL 2",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
229,WC782,"PAINTING METAL GENERAL",WC489,"PAINTING METAL 3",2023,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
230,WC614,GRINDING,WC590,"MF GRINDING 1.01",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
231,WC614,GRINDING,WC591,"MF GRINDING 1.02",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
232,WC614,GRINDING,WC592,"MF GRINDING 1.03",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
233,WC614,GRINDING,WC593,"MF GRINDING 1.04",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
234,WC614,GRINDING,WC594,"MF GRINDING 1.05",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
235,WC614,GRINDING,WC595,"MF GRINDING 1.06",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
236,WC614,GRINDING,WC596,"MF GRINDING 1.07",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
237,WC614,GRINDING,WC620,"MF GRINDING 2.07",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
238,WC614,GRINDING,WC621,"MF GRINDING 2.08",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
239,WC614,GRINDING,WC631,"MF GRINDING 2.18",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
240,WC614,GRINDING,WC590,"MF GRINDING 1.01",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
241,WC614,GRINDING,WC591,"MF GRINDING 1.02",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
242,WC614,GRINDING,WC592,"MF GRINDING 1.03",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
243,WC614,GRINDING,WC593,"MF GRINDING 1.04",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
244,WC614,GRINDING,WC594,"MF GRINDING 1.05",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
245,WC614,GRINDING,WC595,"MF GRINDING 1.06",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
246,WC614,GRINDING,WC596,"MF GRINDING 1.07",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
247,WC614,GRINDING,WC620,"MF GRINDING 2.07",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
248,WC614,GRINDING,WC621,"MF GRINDING 2.08",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
249,WC614,GRINDING,WC631,"MF GRINDING 2.18",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
250,WC656,WELDING,WC641,"MF WELDING 1.08",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
251,WC656,WELDING,WC642,"MF WELDING 1.09",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
252,WC656,WELDING,WC643,"MF WELDING 1.10",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
253,WC656,WELDING,WC659,"MF WELDING 2.04",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
254,WC656,WELDING,WC660,"MF WELDING 2.05",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
255,WC656,WELDING,WC661,"MF WELDING 2.06",3003,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
256,WC656,WELDING,WC641,"MF WELDING 1.08",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
257,WC656,WELDING,WC642,"MF WELDING 1.09",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
258,WC656,WELDING,WC643,"MF WELDING 1.10",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
259,WC656,WELDING,WC659,"MF WELDING 2.04",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
260,WC656,WELDING,WC660,"MF WELDING 2.05",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
261,WC656,WELDING,WC661,"MF WELDING 2.06",3002,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
262,WC676,WELDING,WC548,"MA WELDING A1",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
263,WC676,WELDING,WC549,"MA WELDING A2",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
266,WC684,GRINDING,WC674,"MA GRIND-POL A7",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
267,WC684,GRINDING,WC682,"MA GRIND-POL B5",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
268,WC684,GRINDING,WC683,"MA GRIND-POL B6",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
269,WC684,GRINDING,WC685,"MA GRIND-POL B8",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
270,WC684,GRINDING,WC311,"MA GRIND-POL A2",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
271,WC684,GRINDING,WC678,"MA GRIND-POL B1",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
272,WC684,GRINDING,WC313,"MA GRIND-POL A4",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
273,WC684,GRINDING,WC672,"MA GRIND-POL A5",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
274,WC684,GRINDING,WC673,"MA GRIND-POL A6",3009,3000,"2026-01-14 11:35:15","2026-01-14 11:35:15"
284,WC770,"CG SPRAYBOTH  A",WC584,"Painting CG SBY Sprayboth A5",2007,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
285,WC843,"CG SPRAYBOTH  D",WC877,"Painting CG SBY Sprayboth D10 (Clean)",2007,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
286,WC843,"CG SPRAYBOTH  D",WC878,"Painting CG SBY Buffing",2007,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
287,WC770,"CG SPRAYBOTH  A",WC876,"Painting CG SBY Sprayboth A10 (Clean)",2007,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
288,WC401,"SANDER KOMPONEN UNIT D",WC823,"SANDER KOMPONEN UNIT D1",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
289,WC401,"SANDER KOMPONEN UNIT D",WC824,"SANDER KOMPONEN UNIT D2",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
290,WC401,"SANDER KOMPONEN UNIT D",WC825,"SANDER KOMPONEN UNIT D3",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
291,WC401,"SANDER KOMPONEN UNIT D",WC826,"SANDER KOMPONEN UNIT D4",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
292,WC401,"SANDER KOMPONEN UNIT D",WC871,"SANDER KOMPONEN UNIT D9",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
293,WC401,"SANDER KOMPONEN UNIT D",WC872,"SANDER KOMPONEN UNIT D10",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
294,WC401,"SANDER KOMPONEN UNIT D",WC879,"SANDER KOMPONEN UNIT D11",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
295,WC401,"SANDER KOMPONEN UNIT D",WC880,"SANDER KOMPONEN UNIT D12",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
296,WC401,"SANDER KOMPONEN UNIT D",WC881,"SANDER KOMPONEN UNIT D13",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
297,WC401,"SANDER KOMPONEN UNIT D",WC882,"SANDER KOMPONEN UNIT D14",2002,2000,"2025-12-05 13:00:06","2025-12-05 13:00:06"
